Word, Score
must,0.13664
experience,0.13565
ips,0.13252
enable,0.13252
transfer,0.12138
value,0.10818
traditional,0.09692
customer,0.06442
the,0.02194
hyper‐scaled,0.2571
hyper‐focused,0.2571
become,0.22058
rising,0.19515
dominant,0.19118
platforms,0.17426
delivery,0.1655
engage,0.15322
single,0.14512
channel,0.12879
different,0.11313
model,0.10623
offer,0.10105
ability,0.09587
institutions,0.0792
from,0.07504
that,0.06903
will,0.06404
ore,0.06373
financial,0.05953
with,0.0523
the,0.03056
for,0.02293
f,0.00247
data,0.30843
enriched,0.23832
bionic,0.23832
static,0.21902
differentiation,0.19768
combined,0.19768
flows,0.18843
monetization,0.18114
important,0.15892
increasingly,0.14494
multiple,0.14326
used,0.13096
will,0.12367
sources,0.12047
sets,0.12018
real,0.11243
become,0.10648
time,0.09477
services,0.07884
from,0.07245
but,0.07107
wor,0.06194
inancial,0.05734
for,0.02214
and,0.01389
systemically,0.26582
labour,0.25723
humans,0.23916
replicate,0.23463
continues,0.22356
kforce,0.21017
behaviours,0.20589
machines,0.18584
important,0.17726
evolve,0.16717
single,0.15629
capabilities,0.14319
techs,0.14014
financial,0.12822
capital,0.10866
ability,0.10325
need,0.10173
manage,0.09752
set,0.086
institutions,0.08529
will,0.06897
ins,0.0493
the,0.02194
and,0.01549
resemble,0.32722
priorities,0.28264
regionalization,0.2725
diverging,0.26817
differentiating,0.26421
acquire,0.22907
dependent,0.21064
increasingly,0.19105
technologies,0.18742
critical,0.16392
firms,0.15955
infrastructure,0.15453
regulatory,0.14345
large,0.13543
titutions,0.10028
tech,0.09947
customer,0.07613
financial,0.07577
are,0.06317
and,0.05493
key,0.29365
regions,0.25022
findings,0.22994
commoditization,0.22691
distinct,0.22048
paths,0.21498
down,0.20204
accelera,0.20025
context,0.17273
approach,0.15685
will,0.13794
needs,0.13532
financial,0.12822
different,0.12183
lead,0.11692
uncertainties,0.11015
cost,0.10965
world,0.09517
services,0.08793
institutions,0.08529
the,0.01097
enormous,0.24771
grounds,0.24095
removing,0.22594
bases,0.22204
commoditization,0.21851
differentiation,0.21232
cost,0.21117
facing,0.19636
creating,0.16169
points,0.1589
competition,0.15271
pressure,0.14456
their,0.14017
them,0.12761
reduce,0.12429
incumbent,0.10963
base,0.1001
new,0.08343
institutions,0.08213
financial,0.06174
are,0.05147
for,0.02378
and,0.01492
the,0.01056
te,0.00599
long‐time,0.33063
alike,0.33063
embracing,0.313
mutualization,0.313
competitors,0.26065
commoditize,0.25272
differentiation,0.24924
externalization,0.24602
drivers,0.24302
archetypes,0.24022
working,0.21747
new,0.19587
entrants,0.19155
well,0.18733
technologies,0.17927
competitive,0.1671
cost,0.12395
not,0.11135
provide,0.09135
that,0.08403
with,0.06367
and,0.01752
utilities,0.41404
duplicating,0.25597
exploring,0.24095
avoid,0.21851
roles,0.20463
expansion,0.20027
standardize,0.17459
creation,0.17069
automation,0.16633
range,0.1589
companies,0.14596
existing,0.14366
order,0.14366
activities,0.13905
between,0.12403
incumbents,0.121
processes,0.11164
work,0.09758
new,0.08343
are,0.05147
the,0.03169
and,0.02984
th,0.00508
externalizing,0.30418
preserve,0.26752
incumbents,0.26137
expanded,0.25407
comfortable,0.2398
seeking,0.21012
margins,0.19327
significantly,0.18856
creating,0.17463
both,0.16493
fintechs,0.16028
serve,0.15712
needs,0.14074
opportunities,0.13424
these,0.11671
are,0.11118
has,0.10963
institutions,0.0887
financial,0.06667
with,0.05858
for,0.02569
and,0.01611
at,0.00449
singapore,0.25597
turning,0.24771
monetary,0.24771
handling,0.23525
authority,0.20702
your,0.19456
working,0.18525
several,0.18525
internal,0.18013
error,0.16978
automation,0.16633
streamline,0.16243
tools,0.16169
example,0.15567
national,0.15159
know,0.14321
build,0.14149
activities,0.13905
lower,0.13675
costs,0.13495
such,0.13031
processes,0.11164
banks,0.10448
process,0.08432
with,0.05424
and,0.01492
the,0.01056
duplication,0.28164
aladdin,0.28164
utility,0.21851
blackrock,0.20957
const,0.18525
portfolio,0.1839
kyc,0.17564
analysis,0.16801
context,0.16633
provides,0.15757
example,0.15567
approach,0.15104
lower,0.13675
costs,0.13495
which,0.12879
reduce,0.12429
findings,0.11071
key,0.09426
risk,0.0856
institutions,0.08213
platform,0.07967
will,0.06642
customer,0.06203
financial,0.06174
all,0.05322
for,0.02378
and,0.01492
industry‐standard,0.30418
anyw,0.28796
ruction,0.25407
institutional,0.17964
automation,0.17964
tools,0.17463
provides,0.17018
example,0.16813
managers,0.16139
compliance,0.15327
retail,0.14651
wealth,0.14281
support,0.13629
technology,0.12223
processes,0.12057
uncertainties,0.11455
investors,0.11335
key,0.1018
platform,0.08605
for,0.05137
and,0.04834
the,0.01141
peers,0.26663
reconciliation,0.22204
commoditization,0.21851
utilizing,0.20957
working,0.18525
origination,0.18525
sharing,0.17358
audit,0.17163
range,0.1589
wide,0.15567
among,0.15104
compliance,0.14191
costs,0.13495
such,0.13031
loan,0.12619
account,0.12403
industry,0.12351
automate,0.12052
processes,0.11164
findings,0.11071
here,0.10999
cost,0.10559
banks,0.10448
key,0.09426
with,0.05424
and,0.02984
de‐verticalize,0.27159
cost‐sharing,0.27159
lowers,0.24683
‐standard,0.23886
implications,0.20614
utilities,0.19962
b2b,0.19118
barriers,0.18436
entry,0.17487
automation,0.16039
entrants,0.15735
tools,0.15592
fintechs,0.14311
rise,0.13726
chain,0.12912
providers,0.10765
value,0.10046
new,0.08045
for,0.0688
will,0.06404
all,0.05132
the,0.03056
and,0.01439
organizations,0.44609
company‐wide,0.31685
jigsaw,0.31685
thinking,0.29996
permissions,0.27867
piece,0.25909
strategic,0.2253
security,0.1811
partnerships,0.16754
start,0.15918
will,0.14944
must,0.14803
each,0.14073
ecosystem,0.13837
focus,0.13668
view,0.13223
management,0.12539
have,0.09833
institutions,0.0924
financial,0.06945
and,0.03357
separately,0.28164
external,0.26062
treated,0.25597
minimize,0.22594
tracking,0.20238
flows,0.20238
threat,0.19826
organizations,0.19826
shared,0.16978
protect,0.16243
connection,0.15958
companies,0.14596
users,0.12199
improve,0.11202
any,0.10722
implications,0.10689
need,0.09796
information,0.09582
have,0.08741
new,0.08343
data,0.08282
from,0.07782
will,0.06642
with,0.05424
for,0.02378
the,0.01056
regulators,0.4151
business‐to‐business,0.31685
utilities,0.2329
systemic,0.23021
b2b,0.22305
consider,0.17583
monitor,0.1718
growth,0.16754
fintechs,0.16696
risks,0.13837
incumbents,0.13613
providers,0.1256
incumb,0.12293
potential,0.12138
implications,0.12025
need,0.11021
service,0.08413
their,0.07885
and,0.03357
for,0.02676
the,0.01188
key,0.3054
offices,0.28796
redistribution,0.28796
customer‐facing,0.25407
commoditized,0.2398
findings,0.23914
middle,0.21857
differentiate,0.18145
context,0.17964
approach,0.16312
back,0.1592
profit,0.15515
incumbents,0.13068
become,0.12352
processes,0.12057
uncertainties,0.11455
need,0.1058
tec,0.08276
their,0.07569
will,0.07173
ents,0.06477
and,0.01611
chains,0.43057
pools,0.42464
profit,0.28731
redistributing,0.26663
thereby,0.21851
bypass,0.21528
value,0.20835
organizations,0.19826
location,0.18013
partnerships,0.14892
technologi,0.14066
will,0.13283
enable,0.12761
within,0.12537
between,0.12403
shift,0.12377
hnology,0.11279
traditional,0.09333
new,0.08343
and,0.02984
the,0.01056
chain,0.45193
catalysts,0.31685
intra‐value,0.31685
inter‐value,0.31685
shifts,0.24582
positions,0.24219
bridge,0.24219
value,0.2344
archetypes,0.23021
technological,0.21161
disruption,0.19203
relationships,0.18712
participants,0.18357
companies,0.1642
existing,0.16161
enable,0.14356
change,0.1256
cal,0.0846
their,0.07885
are,0.05791
and,0.01679
bypassing,0.30049
customer‐facing,0.27616
competitors,0.26065
thereby,0.25651
past,0.23758
seeking,0.22839
switch,0.22444
becoming,0.21911
start‐ups,0.21747
easily,0.21008
consumers,0.20148
allowing,0.19723
partnerships,0.17482
directly,0.16659
partners,0.14653
intermediaries,0.14529
direct,0.13426
technology,0.13286
with,0.12735
traditional,0.10956
and,0.01752
b,0.00802
simplify,0.25723
migrating,0.25022
complicated,0.23916
chains,0.22356
pools,0.22048
organizations,0.20589
connecting,0.19854
connections,0.19533
focused,0.18832
new,0.17327
networks,0.16791
technologies,0.15858
making,0.158
companies,0.15157
profit,0.14918
within,0.13019
etween,0.12826
different,0.12183
large,0.11459
value,0.10818
products,0.102
can,0.08299
that,0.07434
and,0.01549
p,0.00082
example,0.33626
trōv,0.30418
munich,0.27645
vulnerable,0.26023
bought,0.23599
partnering,0.22634
reinsurer,0.221
start‐ups,0.20007
disruption,0.18435
including,0.17623
articipants,0.17542
compete,0.16813
directly,0.15327
partners,0.13481
many,0.13367
large,0.11918
with,0.11716
insurance,0.1112
traditional,0.1008
product,0.09305
more,0.09204
their,0.07569
and,0.01611
proposing,0.30418
exchange‐traded,0.30418
stripe,0.27645
betterment,0.26752
etfs,0.26023
started,0.24872
vanguard,0.24401
offers,0.19085
shifting,0.18336
savings,0.1779
deposits,0.17463
example,0.16813
merchants,0.16813
accounts,0.16747
funds,0.15515
such,0.14074
firms,0.1404
online,0.1404
alternative,0.11234
investment,0.10566
have,0.0944
customers,0.08571
from,0.08404
bank,0.08009
and,0.01611
key,0.27268
cost‐effective,0.24683
easy,0.21411
findings,0.21352
previously,0.18138
accessible,0.17998
was,0.1646
context,0.16039
only,0.15071
merchants,0.15011
accounts,0.14952
approach,0.14564
profit,0.13853
merchant,0.13644
way,0.13563
online,0.12536
which,0.12419
large,0.10641
payments,0.10571
uncertainties,0.10228
process,0.0813
bank,0.07151
with,0.0523
and,0.01439
r,8e-05
curtailing,0.30418
sides,0.28796
edistribution,0.27645
movements,0.24401
pools,0.2293
archetypes,0.221
disruption,0.18435
continued,0.1779
face,0.16813
pressure,0.15612
profit,0.15515
competitive,0.15373
due,0.14651
chain,0.14462
shift,0.13367
intermediaries,0.13367
regulators,0.13283
regulatory,0.12624
value,0.11251
from,0.08404
will,0.07173
financial,0.06667
all,0.05748
are,0.05559
ins,0.05127
oversee,0.24683
revised,0.24683
infrastructure,0.24284
directive,0.23235
lowering,0.21787
profits,0.2107
union,0.19962
psd2,0.19311
european,0.18935
's,0.16643
shifting,0.16371
away,0.15884
example,0.15011
power,0.1441
control,0.13047
firms,0.12536
access,0.09653
payment,0.08592
services,0.08165
titutions,0.07879
over,0.07714
from,0.07504
market,0.0699
that,0.06903
and,0.01439
the,0.01019
t,3e-05
hreatens,0.27645
mandating,0.27645
disintermediate,0.23599
implications,0.23087
pool,0.20478
connections,0.20315
networks,0.17463
secure,0.17463
merchants,0.16813
accounts,0.16747
open,0.16028
fintechs,0.16028
between,0.13395
regulators,0.13283
allow,0.12037
potential,0.11652
banks,0.11284
user,0.10811
payment,0.09624
that,0.07731
for,0.05137
and,0.01611
the,0.01141
long‐regulated,0.26222
adjacencies,0.24824
pools,0.19768
identify,0.16661
beyond,0.16069
expand,0.14794
reach,0.14552
monitor,0.14218
profit,0.13375
order,0.13375
chain,0.12467
must,0.1225
scale,0.12018
partners,0.11622
shift,0.11523
regulators,0.11451
capital,0.09742
value,0.09699
traditional,0.08689
new,0.07767
can,0.0744
provide,0.07245
that,0.06665
will,0.06184
customer,0.05775
com,0.04242
the,0.01967
and,0.01389
bypassing,0.26582
relevant,0.18832
importance,0.18706
fintechs,0.15412
companies,0.15157
panies,0.15108
chain,0.13905
reduce,0.12907
regulators,0.12772
incumbents,0.12566
less,0.12491
grow,0.12418
intermediar,0.12346
become,0.11877
technology,0.11753
implications,0.111
cost,0.10965
value,0.10818
new,0.08664
institutions,0.08529
will,0.06897
financial,0.06411
all,0.05526
for,0.0247
and,0.01549
the,0.01097
pressures/shifts,0.28164
adjacencies,0.26663
reaching,0.2303
derive,0.22594
from,0.15564
monitor,0.15271
companies,0.14596
their,0.14017
partners,0.12483
intermediaries,0.12377
incumbents,0.121
posit,0.11889
potential,0.10789
implications,0.10689
value,0.10418
need,0.09796
that,0.07158
end,0.06714
will,0.06642
customer,0.06203
for,0.04757
ies,0.03909
and,0.01492
the,0.01056
key,0.26327
survival,0.24824
findings,0.20616
struggle,0.19274
profitable,0.19274
will,0.18551
necessary,0.15807
context,0.15486
ownership,0.14611
approach,0.14062
power,0.13913
owner,0.13818
chain,0.12467
experience,0.12162
scale,0.12018
transfer,0.10882
uncertainties,0.09875
value,0.09699
custome,0.05743
the,0.0295
for,0.02214
ion,0.00749
hyper‐scaled,0.28796
hyper‐focused,0.28796
controlling,0.26752
pure,0.26023
longer,0.21207
manufacturing,0.21207
manufacturers,0.20315
therefore,0.19204
means,0.19204
allowing,0.18145
both,0.16493
rely,0.16312
rise,0.15373
distribution,0.14933
must,0.1421
experience,0.14107
incumbents,0.13068
become,0.12352
platforms,0.09758
product,0.09305
prod,0.09285
can,0.08631
and,0.01611
the,0.01141
r,9e-05
distributors,0.4506
curation,0.31685
control,0.30443
archetypes,0.23021
manufacturers,0.21161
brand,0.20998
opportunity,0.20265
leverage,0.18901
ownership,0.17655
pressure,0.16263
relationship,0.16263
place,0.1495
experience,0.14695
customer,0.13957
product,0.09693
data,0.09317
their,0.07885
uct,0.0681
and,0.01679
the,0.01188
p,0.00089
de‐emphasizing,0.28164
commoditized,0.22204
laces,0.20027
distributors,0.20027
products,0.19645
brand,0.18665
manufacturer,0.18525
particularly,0.17896
cases,0.16716
position,0.14643
while,0.1375
distributed,0.13713
control,0.1353
where,0.13094
which,0.12879
them,0.12761
grow,0.11958
are,0.10295
how,0.09902
customers,0.07936
that,0.07158
their,0.07009
and,0.01492
the,0.01056
v,0.00416
chain,0.23325
recommendations,0.20058
value,0.18147
steer,0.18031
entire,0.18031
products,0.1711
distributor,0.16945
towards,0.15904
location,0.15689
allows,0.14487
deep,0.14212
both,0.13301
broad,0.13203
collect,0.12971
via,0.11488
across,0.11089
iew,0.10218
even,0.10106
certain,0.08261
data,0.07213
can,0.0696
customers,0.06912
that,0.06235
dat,0.06224
and,0.02599
the,0.0184
example,0.28988
etfs,0.22434
wealthfront,0.21036
awareness,0.21036
apple,0.19052
robo‐advisors,0.18282
manufacturers,0.17513
portfolio,0.17122
purchase,0.16161
likely,0.15892
range,0.14794
wide,0.14494
companies,0.13589
limited,0.13502
assets,0.12597
such,0.12132
app,0.09451
have,0.08138
product,0.08022
customers,0.07389
from,0.07245
but,0.07107
their,0.06525
all,0.04955
the,0.01967
st,0.00561
a,3e-05
apps,0.32766
1,600,0.2453
stringently,0.23222
crucial,0.21575
controls,0.19678
page,0.19339
almost,0.19031
mastercard,0.17822
retailers,0.17103
rules,0.16514
launched,0.16383
front,0.16256
offers,0.15391
advisory,0.15207
pass,0.14559
allows,0.14487
visibility,0.14279
example,0.13559
day,0.11847
services,0.07375
set,0.07213
over,0.06967
but,0.06649
that,0.06235
ore,0.05756
per,0.05611
with,0.04724
all,0.04635
for,0.02071
the,0.0092
key,0.29365
benchmarks,0.29248
drawn,0.27688
comparable,0.26582
recommendations,0.23916
collected,0.23463
findings,0.22994
retailers,0.20392
context,0.17273
visibility,0.17024
ownership,0.16297
from,0.16162
approach,0.15685
experience,0.13565
into,0.12071
uncertainties,0.11015
its,0.09427
data,0.086
customers,0.08241
with,0.05633
wi,0.03318
and,0.01549
fewer,0.36429
fintechs,0.26714
lacking,0.23996
consolidates,0.23037
distributors,0.18024
interact,0.14301
major,0.13956
both,0.13744
market,0.13048
existing,0.12929
firms,0.117
share,0.11163
gain,0.11024
implications,0.0962
future,0.09376
base,0.09009
ability,0.08948
customer,0.05583
with,0.04882
and,0.04029
the,0.02852
ll,0.02339
for,0.02141
distributors,0.41594
contrast,0.27688
niches,0.25723
wish,0.23916
specialized,0.23463
manufacturers,0.19533
quickly,0.19097
help,0.17105
compete,0.16166
fintechs,0.15412
scale,0.13405
incumbents,0.12566
become,0.11877
they,0.11653
implications,0.111
may,0.10965
find,0.10541
products,0.102
have,0.09077
will,0.06897
financial,0.06411
financ,0.06123
with,0.05633
all,0.05526
for,0.0247
distributors,0.36048
mindshare,0.21172
others,0.18417
whether,0.18024
strug,0.18024
capture,0.17207
seek,0.1528
those,0.14896
both,0.13744
depend,0.1345
success,0.12929
existing,0.12929
their,0.12615
will,0.11955
firms,0.117
they,0.10099
may,0.09503
products,0.0884
product,0.07754
institutions,0.07392
can,0.07192
market,0.06524
all,0.0479
ial,0.04144
and,0.02686
the,0.00951
ubiquity,0.24429
consistency,0.24429
universe,0.23916
fragmented,0.22691
represents,0.21017
achieve,0.19382
entry,0.18832
devices,0.17726
likely,0.17726
increasingly,0.16166
players,0.158
connected,0.14965
distribution,0.14358
point,0.14125
gle,0.14088
experience,0.13565
across,0.13222
large,0.11459
implications,0.111
product,0.08947
tech,0.08417
all,0.05526
for,0.0494
and,0.01549
f,0.00266
distributors,0.41594
regulators,0.38317
abusing,0.29248
guard,0.2125
expertise,0.1969
especially,0.18466
against,0.17359
power,0.15519
fintechs,0.15412
open,0.15412
their,0.14556
due,0.14088
where,0.13598
irms,0.13468
implications,0.111
platforms,0.09383
